input,time
336,0.00000300
337,0.00000300
338,0.00000300
339,0.00000400
340,0.00000400
341,0.00000300
342,0.00000300
343,0.00000300
344,0.00000400
345,0.00000300
346,0.00000300
347,0.00000300
348,0.00000300
349,0.00000400
350,0.00000300
351,0.00000300
352,0.00000300
353,0.00000400
354,0.00000300
355,0.00000300
356,0.00000300
357,0.00000400
358,0.00000300
359,0.00000300
360,0.00000400
361,0.00000300
362,0.00000400
363,0.00000300
364,0.00000300
365,0.00000300
366,0.00000300
367,0.00000400
368,0.00000300
369,0.00000300
370,0.00000400
371,0.00000300
372,0.00000300
373,0.00000300
374,0.00000300
375,0.00000400
376,0.00000300
377,0.00000400
378,0.00000400
379,0.00000300
380,0.00000400
381,0.00000300
382,0.00000400
383,0.00000300
384,0.00000400
385,0.00000300
386,0.00000400
387,0.00000400
388,0.00000400
389,0.00000300
390,0.00000400
391,0.00000300
392,0.00000400
393,0.00000300
394,0.00000400
395,0.00000300
396,0.00000400
397,0.00000300
398,0.00000400
399,0.00000300
400,0.00000400
401,0.00000400
402,0.00000300
403,0.00000400
404,0.00000300
405,0.00000400
406,0.00000400
407,0.00000300
408,0.00000400
409,0.00000400
410,0.00000400
411,0.00000300
412,0.00000300
413,0.00000400
414,0.00000400
415,0.00000300
416,0.00000400
417,0.00000400
418,0.00000300
419,0.00000300
420,0.00000400
421,0.00000400
422,0.00000400
423,0.00000300
424,0.00000400
425,0.00000400
426,0.00000400
427,0.00000300
428,0.00000400
429,0.00000400
430,0.00000400
431,0.00000400
432,0.00000400
433,0.00000300
434,0.00000300
435,0.00000400
436,0.00000400
437,0.00000400
438,0.00000300
439,0.00000400
440,0.00000400
441,0.00000400
442,0.00000300
443,0.00000300
444,0.00000300
445,0.00000300
446,0.00000400
447,0.00000400
448,0.00000400
449,0.00000400
450,0.00000400
451,0.00000400
452,0.00000300
453,0.00000400
454,0.00000400
455,0.00000400
456,0.00000400
457,0.00000400
458,0.00000400
459,0.00000400
460,0.00000400
461,0.00000500
462,0.00000400
463,0.00000400
464,0.00000400
465,0.00000400
466,0.00000400
467,0.00000400
468,0.00000400
469,0.00000400
470,0.00000400
471,0.00000400
472,0.00000400
473,0.00000400
474,0.00000400
475,0.00000400
476,0.00000400
477,0.00000400
478,0.00000400
479,0.00000400
480,0.00000400
481,0.00000400
482,0.00000400
483,0.00000400
484,0.00000400
485,0.00000400
486,0.00000400
487,0.00000400
488,0.00000400
489,0.00000400
490,0.00000400
491,0.00000400
492,0.00000500
493,0.00000400
494,0.00000400
495,0.00000400
496,0.00000400
497,0.00000400
498,0.00000400
499,0.00000400
500,0.00000500
501,0.00000500
502,0.00000400
503,0.00000400
504,0.00000400
505,0.00000400
506,0.00000400
507,0.00000400
508,0.00000500
509,0.00000400
510,0.00000400
511,0.00000400
512,0.00000400
513,0.00000400
514,0.00000500
515,0.00000400
516,0.00000400
517,0.00000500
518,0.00000400
519,0.00000400
520,0.00000400
521,0.00000400
522,0.00000400
523,0.00000500
524,0.00000400
525,0.00000400
526,0.00000400
527,0.00000500
528,0.00000500
529,0.00000400
530,0.00000500
531,0.00000400
532,0.00000500
533,0.00000400
534,0.00000500
535,0.00000400
536,0.00000400
537,0.00000500
538,0.00000500
539,0.00000400
540,0.00000400
541,0.00000500
542,0.00000500
543,0.00000500
544,0.00000500
545,0.00000400
546,0.00000500
547,0.00000400
548,0.00000500
549,0.00000500
550,0.00000500
551,0.00000400
552,0.00000500
553,0.00000600
554,0.00000600
555,0.00000500
556,0.00000400
557,0.00000500
558,0.00000500
559,0.00000700
560,0.00000500
561,0.00000500
562,0.00000400
563,0.00000500
564,0.00000400
565,0.00000500
566,0.00000400
567,0.00000500
568,0.00000400
569,0.00000500
570,0.00000400
571,0.00000500
572,0.00000500
573,0.00000500
574,0.00000500
575,0.00000500
576,0.00000400
577,0.00000500
578,0.00000500
579,0.00000400
580,0.00000500
581,0.00000400
582,0.00000500
583,0.00000400
584,0.00000500
585,0.00000500
586,0.00000500
587,0.00000500
588,0.00000500
589,0.00000400
590,0.00000500
591,0.00000500
592,0.00000500
593,0.00000700
594,0.00000600
595,0.00000700
596,0.00000800
597,0.00000600
598,0.00000600
599,0.00000700
600,0.00000700
601,0.00000700
602,0.00000600
603,0.00000600
604,0.00000600
605,0.00000600
606,0.00000800
607,0.00000700
608,0.00000700
609,0.00000700
610,0.00000700
611,0.00000700
612,0.00000700
613,0.00000700
614,0.00000800
615,0.00000700
616,0.00000600
617,0.00000700
618,0.00000700
619,0.00000600
620,0.00000700
621,0.00000600
622,0.00000700
623,0.00000700
624,0.00000700
625,0.00000700
626,0.00000600
627,0.00000700
628,0.00000600
629,0.00000800
630,0.00000700
631,0.00000700
632,0.00000600
633,0.00000600
634,0.00000700
635,0.00000700
636,0.00000700
637,0.00000700
638,0.00000600
639,0.00000700
640,0.00000600
641,0.00000700
642,0.00000600
643,0.00000700
644,0.00000700
645,0.00000700
646,0.00000700
647,0.00000700
648,0.00000700
649,0.00000700
650,0.00000700
651,0.00000600
652,0.00000700
653,0.00000700
654,0.00000800
655,0.00000600
656,0.00000600
657,0.00000800
658,0.00000700
659,0.00000700
660,0.00000800
661,0.00000700
662,0.00000800
663,0.00000700
664,0.00000700
665,0.00000800
666,0.00000700
667,0.00000800
668,0.00000700
669,0.00000700
670,0.00000700
671,0.00000700
672,0.00000800
673,0.00000800
674,0.00000700
675,0.00000800
676,0.00000800
677,0.00000700
678,0.00000700
679,0.00000800
680,0.00000700
681,0.00000700
682,0.00000800
683,0.00000700
684,0.00000800
685,0.00000700
686,0.00000700
687,0.00000700
688,0.00000700
689,0.00000700
690,0.00000700
691,0.00000700
692,0.00000700
693,0.00000700
694,0.00000700
695,0.00000800
696,0.00000700
697,0.00000800
698,0.00000700
699,0.00000800
700,0.00000700
701,0.00000800
702,0.00000700
703,0.00000700
704,0.00000700
705,0.00000800
706,0.00000700
707,0.00000800
708,0.00000700
709,0.00000600
710,0.00000600
711,0.00000500
712,0.00000600
713,0.00000500
714,0.00000500
715,0.00000600
716,0.00000500
717,0.00000600
718,0.00000500
719,0.00000500
720,0.00000600
721,0.00000500
722,0.00000600
723,0.00000600
724,0.00000700
725,0.00000800
726,0.00000700
727,0.00000500
728,0.00000600
729,0.00000500
730,0.00001300
731,0.00000600
732,0.00000500
733,0.00000600
734,0.00000600
735,0.00000500
736,0.00000600
737,0.00000600
738,0.00000600
739,0.00000600
740,0.00000800
741,0.00000700
742,0.00000800
743,0.00000800
744,0.00000900
745,0.00000600
746,0.00000600
747,0.00000600
748,0.00000600
749,0.00000500
750,0.00000600
751,0.00000600
752,0.00000600
753,0.00000600
754,0.00000600
755,0.00000600
756,0.00000600
757,0.00000600
758,0.00000600
759,0.00000600
760,0.00000600
761,0.00000600
762,0.00000600
763,0.00000600
764,0.00000600
765,0.00000500
766,0.00000600
767,0.00000600
768,0.00000500
769,0.00000600
770,0.00000600
771,0.00000600
772,0.00000600
773,0.00000600
774,0.00000600
775,0.00000600
776,0.00000600
777,0.00000600
778,0.00000600
779,0.00000600
780,0.00000600
781,0.00000600
782,0.00001000
783,0.00000600
784,0.00000600
785,0.00000600
786,0.00000500
787,0.00000600
788,0.00000600
789,0.00000600
790,0.00000600
791,0.00000600
792,0.00000600
793,0.00000700
794,0.00000700
795,0.00000600
796,0.00000600
797,0.00000600
798,0.00000700
799,0.00000800
800,0.00000900
801,0.00000900
802,0.00000800
803,0.00000800
804,0.00000800
805,0.00000800
806,0.00000900
807,0.00000900
808,0.00000900
809,0.00000900
810,0.00000900
811,0.00001000
812,0.00000900
813,0.00000900
814,0.00001000
815,0.00001000
816,0.00000900
817,0.00000900
818,0.00000800
819,0.00000700
820,0.00000800
821,0.00000800
822,0.00000800
823,0.00000800
824,0.00000900
825,0.00000900
826,0.00001700
827,0.00000900
828,0.00000800
829,0.00000600
830,0.00000600
831,0.00000600
832,0.00000600
833,0.00000600
834,0.00000600
835,0.00000600
836,0.00000600
837,0.00000600
838,0.00000600
839,0.00000600
840,0.00000600
841,0.00000600
842,0.00000600
843,0.00000700
844,0.00000600
845,0.00000700
846,0.00000700
847,0.00000600
848,0.00000600
849,0.00000600
850,0.00000600
851,0.00000600
852,0.00000600
853,0.00000600
854,0.00000700
855,0.00000700
856,0.00000700
857,0.00000600
858,0.00000600
859,0.00000600
860,0.00000600
861,0.00000600
862,0.00000600
863,0.00000600
864,0.00000700
865,0.00000600
866,0.00000600
867,0.00000600
868,0.00000600
869,0.00000600
870,0.00000600
871,0.00000700
872,0.00000600
873,0.00000600
874,0.00000600
875,0.00000600
876,0.00000600
877,0.00000700
878,0.00000600
879,0.00000600
880,0.00000600
881,0.00000600
882,0.00000700
883,0.00000600
884,0.00000600
885,0.00000600
886,0.00000700
887,0.00000700
888,0.00000600
889,0.00000600
890,0.00000600
891,0.00000700
892,0.00000600
893,0.00000600
894,0.00000600
895,0.00000700
896,0.00000600
897,0.00000600
898,0.00000700
899,0.00000700
900,0.00000600
901,0.00000600
902,0.00000700
903,0.00000600
904,0.00000600
905,0.00000700
906,0.00000600
907,0.00000600
908,0.00000700
909,0.00000600
910,0.00000600
911,0.00000700
912,0.00000600
913,0.00000600
914,0.00000700
915,0.00000600
916,0.00000600
917,0.00000700
918,0.00000600
919,0.00000700
920,0.00000600
921,0.00000700
922,0.00000600
923,0.00000700
924,0.00000700
925,0.00000700
926,0.00000600
927,0.00000700
928,0.00000600
929,0.00000700
930,0.00000600
931,0.00000700
932,0.00000600
933,0.00000700
934,0.00000600
935,0.00000700
936,0.00000600
937,0.00000700
938,0.00000600
939,0.00000700
940,0.00000600
941,0.00000700
942,0.00000600
943,0.00000700
944,0.00000600
945,0.00000700
946,0.00000700
947,0.00000700
948,0.00000700
949,0.00000600
950,0.00000700
951,0.00000600
952,0.00000700
953,0.00000700
954,0.00000700
955,0.00000700
956,0.00000600
957,0.00000700
958,0.00000700
959,0.00000700
960,0.00001500
961,0.00000700
962,0.00000600
963,0.00000700
964,0.00000700
965,0.00000700
966,0.00000700
967,0.00000700
968,0.00000700
969,0.00000700
970,0.00000700
971,0.00000700
972,0.00000700
973,0.00000700
974,0.00000700
975,0.00000700
976,0.00000700
977,0.00000600
978,0.00000700
979,0.00000700
980,0.00000700
981,0.00000700
982,0.00000700
983,0.00000700
984,0.00000600
985,0.00000700
986,0.00000700
987,0.00000700
988,0.00000600
989,0.00000700
990,0.00000700
991,0.00000700
992,0.00000700
993,0.00000700
994,0.00000700
995,0.00000700
996,0.00000700
997,0.00000700
998,0.00000700
999,0.00000700
1000,0.00000700
